# Structural comparison of ta/userGuide.t2t against ta/userGuide-newRevisions/13946/userGuide.t2t
en 8.1. start:593 paragraphs:3, tables:3, lists:0
en 8.2. start:681 paragraphs:3, tables:0, lists:0
ta 9. start:593 paragraphs:3, tables:3, lists:0
en 9. start:696 paragraphs:3, tables:0, lists:0
ta 9.1. start:681 paragraphs:3, tables:0, lists:0
en 9.1. start:710 paragraphs:3, tables:0, lists:0
ta 10. start:696 paragraphs:3, tables:0, lists:0
en 10. start:721 paragraphs:1, tables:0, lists:0
ta 10.1. start:710 paragraphs:3, tables:0, lists:0
en 10.1. start:724 paragraphs:0, tables:0, lists:0
en 10.1.1. start:726 paragraphs:2, tables:1, lists:0
en 10.1.2. start:739 paragraphs:1, tables:0, lists:0
en 10.1.2.1. start:746 paragraphs:1, tables:0, lists:0
en 10.1.3. start:752 paragraphs:1, tables:0, lists:0
en 10.2. start:758 paragraphs:0, tables:0, lists:0
en 10.2.1. start:760 paragraphs:2, tables:1, lists:0
en 10.2.2. start:773 paragraphs:1, tables:0, lists:1
en 10.2.3. start:795 paragraphs:1, tables:0, lists:0
en 10.2.4. start:801 paragraphs:1, tables:0, lists:0
en 10.2.5. start:807 paragraphs:1, tables:0, lists:0
en 10.3. start:813 paragraphs:0, tables:1, lists:0
en 10.4. start:819 paragraphs:1, tables:1, lists:0
en 10.5. start:827 paragraphs:0, tables:1, lists:0
en 10.6. start:833 paragraphs:0, tables:1, lists:0
en 10.7. start:840 paragraphs:1, tables:1, lists:0
en 10.8. start:847 paragraphs:4, tables:0, lists:0
en 10.8.1. start:864 paragraphs:1, tables:0, lists:0
en 10.8.2. start:872 paragraphs:3, tables:0, lists:1
en 10.9. start:886 paragraphs:1, tables:1, lists:0
ta 11. start:721 paragraphs:1, tables:0, lists:0
en 11. start:894 paragraphs:0, tables:0, lists:0
ta 11.1. start:724 paragraphs:0, tables:0, lists:0
en 11.1. start:896 paragraphs:2, tables:0, lists:0
ta 11.1.1. start:726 paragraphs:2, tables:1, lists:0
en 11.1.1. start:906 paragraphs:11, tables:0, lists:0
ta 11.1.2. start:739 paragraphs:1, tables:0, lists:0
en 11.1.2. start:952 paragraphs:8, tables:0, lists:1
ta 11.1.3. start:746 paragraphs:1, tables:0, lists:0
en 11.1.3. start:981 paragraphs:18, tables:0, lists:0
ta 11.1.4. start:752 paragraphs:1, tables:0, lists:0
en 11.1.4. start:1056 paragraphs:1, tables:1, lists:0
en 11.1.5. start:1066 paragraphs:30, tables:0, lists:0
en 11.1.6. start:1185 paragraphs:18, tables:0, lists:0
en 11.1.7. start:1245 paragraphs:8, tables:0, lists:0
en 11.1.8. start:1275 paragraphs:8, tables:0, lists:0
en 11.1.9. start:1299 paragraphs:15, tables:0, lists:1
en 11.1.10. start:1356 paragraphs:6, tables:0, lists:0
en 11.1.11. start:1387 paragraphs:13, tables:0, lists:0
en 11.1.12. start:1433 paragraphs:8, tables:0, lists:2
en 11.1.13. start:1496 paragraphs:2, tables:0, lists:0
en 11.1.14. start:1502 paragraphs:8, tables:0, lists:1
en 11.1.15. start:1536 paragraphs:6, tables:0, lists:1
en 11.1.16. start:1565 paragraphs:6, tables:0, lists:0
ta 11.2. start:758 paragraphs:0, tables:0, lists:0
en 11.2. start:1585 paragraphs:3, tables:1, lists:0
ta 11.2.1. start:760 paragraphs:2, tables:1, lists:0
ta 11.2.2. start:773 paragraphs:1, tables:0, lists:1
ta 11.2.3. start:795 paragraphs:1, tables:0, lists:0
ta 11.2.4. start:801 paragraphs:1, tables:0, lists:0
ta 11.2.5. start:807 paragraphs:1, tables:0, lists:0
ta 11.3. start:813 paragraphs:0, tables:1, lists:0
en 11.3. start:1600 paragraphs:3, tables:0, lists:0
en 11.3.1. start:1611 paragraphs:4, tables:0, lists:1
en 11.3.2. start:1627 paragraphs:3, tables:0, lists:0
en 11.3.3. start:1639 paragraphs:1, tables:0, lists:0
en 11.3.4. start:1647 paragraphs:4, tables:0, lists:1
en 11.3.5. start:1660 paragraphs:2, tables:0, lists:0
en 11.3.6. start:1668 paragraphs:1, tables:0, lists:0
ta 11.4. start:819 paragraphs:1, tables:1, lists:0
en 11.4. start:1673 paragraphs:3, tables:0, lists:0
ta 11.5. start:827 paragraphs:0, tables:1, lists:0
ta 11.6. start:833 paragraphs:0, tables:1, lists:0
ta 11.7. start:840 paragraphs:1, tables:1, lists:0
ta 11.8. start:847 paragraphs:4, tables:0, lists:0
ta 11.8.1. start:864 paragraphs:1, tables:0, lists:0
ta 11.8.2. start:872 paragraphs:3, tables:0, lists:1
ta 11.9. start:886 paragraphs:1, tables:1, lists:0
ta 12. start:894 paragraphs:0, tables:0, lists:0
en 12. start:1684 paragraphs:0, tables:0, lists:0
ta 12.1. start:896 paragraphs:2, tables:0, lists:0
en 12.1. start:1686 paragraphs:2, tables:0, lists:0
ta 12.1.1. start:906 paragraphs:11, tables:0, lists:0
ta 12.1.2. start:952 paragraphs:8, tables:0, lists:1
ta 12.1.3. start:981 paragraphs:18, tables:0, lists:0
ta 12.1.4. start:1056 paragraphs:1, tables:1, lists:0
ta 12.1.5. start:1066 paragraphs:30, tables:0, lists:0
ta 12.1.6. start:1185 paragraphs:18, tables:0, lists:0
ta 12.1.7. start:1245 paragraphs:8, tables:0, lists:0
ta 12.1.8. start:1275 paragraphs:8, tables:0, lists:0
ta 12.1.9. start:1299 paragraphs:15, tables:0, lists:1
ta 12.1.10. start:1356 paragraphs:6, tables:0, lists:0
ta 12.1.11. start:1387 paragraphs:13, tables:0, lists:0
ta 12.1.12. start:1433 paragraphs:8, tables:0, lists:2
ta 12.1.13. start:1496 paragraphs:2, tables:0, lists:0
ta 12.1.14. start:1502 paragraphs:8, tables:0, lists:1
ta 12.1.15. start:1536 paragraphs:7, tables:0, lists:1
ta 12.1.16. start:1565 paragraphs:6, tables:0, lists:0
ta 12.2. start:1585 paragraphs:3, tables:1, lists:0
en 12.2. start:1692 paragraphs:5, tables:0, lists:0
ta 12.3. start:1600 paragraphs:3, tables:0, lists:0
en 12.3. start:1707 paragraphs:10, tables:0, lists:0
ta 12.3.1. start:1611 paragraphs:4, tables:0, lists:1
ta 12.3.2. start:1627 paragraphs:3, tables:0, lists:0
ta 12.3.3. start:1639 paragraphs:1, tables:0, lists:0
ta 12.3.4. start:1647 paragraphs:4, tables:0, lists:1
ta 12.3.5. start:1660 paragraphs:2, tables:0, lists:0
ta 12.3.6. start:1668 paragraphs:4, tables:0, lists:0
en 12.4. start:1749 paragraphs:1, tables:0, lists:0
en 12.5. start:1753 paragraphs:1, tables:0, lists:0
ta 13. start:1684 paragraphs:0, tables:0, lists:0
en 13. start:1756 paragraphs:1, tables:0, lists:0
ta 13.1. start:1686 paragraphs:2, tables:0, lists:0
en 13.1. start:1760 paragraphs:3, tables:0, lists:0
ta 13.2. start:1692 paragraphs:5, tables:0, lists:0
en 13.2. start:1770 paragraphs:2, tables:0, lists:0
ta 13.3. start:1707 paragraphs:10, tables:0, lists:0
en 13.3. start:1777 paragraphs:1, tables:0, lists:0
ta 13.4. start:1749 paragraphs:1, tables:0, lists:0
en 13.4. start:1782 paragraphs:2, tables:0, lists:1
ta 13.5. start:1753 paragraphs:1, tables:0, lists:0
en 13.5. start:1795 paragraphs:3, tables:0, lists:0
en 13.6. start:1806 paragraphs:2, tables:0, lists:0
en 13.7. start:1813 paragraphs:2, tables:0, lists:0
ta 14. start:1756 paragraphs:1, tables:0, lists:0
en 14. start:1821 paragraphs:1, tables:0, lists:0
ta 14.1. start:1760 paragraphs:3, tables:0, lists:0
en 14.1. start:1824 paragraphs:5, tables:3, lists:0
ta 14.2. start:1770 paragraphs:2, tables:0, lists:0
en 14.2. start:1883 paragraphs:3, tables:1, lists:0
ta 14.3. start:1777 paragraphs:1, tables:0, lists:0
en 14.3. start:1927 paragraphs:3, tables:1, lists:0
ta 14.4. start:1782 paragraphs:2, tables:0, lists:1
en 14.4. start:1953 paragraphs:2, tables:1, lists:0
ta 14.5. start:1795 paragraphs:3, tables:0, lists:0
en 14.5. start:1973 paragraphs:6, tables:2, lists:1
ta 14.6. start:1806 paragraphs:2, tables:0, lists:0
en 14.6. start:2009 paragraphs:2, tables:1, lists:0
ta 14.7. start:1813 paragraphs:3, tables:0, lists:0
en 14.7. start:2026 paragraphs:2, tables:1, lists:0
en 14.8. start:2043 paragraphs:2, tables:1, lists:0
en 14.9. start:2074 paragraphs:2, tables:1, lists:0
en 14.10. start:2133 paragraphs:2, tables:1, lists:0
en 14.11. start:2146 paragraphs:2, tables:1, lists:0
en 14.12. start:2168 paragraphs:8, tables:3, lists:2
en 14.13. start:2249 paragraphs:8, tables:4, lists:1
en 14.14. start:2332 paragraphs:4, tables:1, lists:1
en 14.15. start:2380 paragraphs:3, tables:1, lists:1
en 14.16. start:2415 paragraphs:1, tables:1, lists:0
en 14.17. start:2425 paragraphs:3, tables:1, lists:0
en 15. start:2445 paragraphs:0, tables:0, lists:0
ta 15.1. start:1824 paragraphs:5, tables:3, lists:0
en 15.1. start:2447 paragraphs:6, tables:3, lists:0
ta 15.2. start:1883 paragraphs:3, tables:1, lists:0
en 15.2. start:2491 paragraphs:2, tables:1, lists:1
ta 15.3. start:1927 paragraphs:3, tables:1, lists:0
ta 15.4. start:1953 paragraphs:2, tables:1, lists:0
ta 15.5. start:1973 paragraphs:6, tables:2, lists:1
ta 15.6. start:2009 paragraphs:2, tables:1, lists:0
ta 15.7. start:2026 paragraphs:2, tables:1, lists:0
ta 15.8. start:2043 paragraphs:2, tables:1, lists:0
ta 15.9. start:2074 paragraphs:2, tables:1, lists:0
ta 15.10. start:2133 paragraphs:2, tables:1, lists:0
ta 15.11. start:2146 paragraphs:2, tables:1, lists:0
ta 15.12. start:2168 paragraphs:8, tables:3, lists:2
ta 15.13. start:2249 paragraphs:8, tables:4, lists:1
ta 15.14. start:2332 paragraphs:4, tables:1, lists:1
ta 15.15. start:2380 paragraphs:3, tables:1, lists:1
ta 15.16. start:2415 paragraphs:1, tables:1, lists:0
ta 15.17. start:2425 paragraphs:3, tables:1, lists:0
en 16. start:2503 paragraphs:1, tables:0, lists:0
ta 16.1. start:2447 paragraphs:6, tables:3, lists:0
ta 16.2. start:2491 paragraphs:2, tables:1, lists:1
ta 17. start:2503 paragraphs:1, tables:0, lists:0
ta 18. start:2508 paragraphs:1, tables:0, lists:0
ta 18.1. start:2511 paragraphs:0, tables:1, lists:0
ta 18.2. start:2541 paragraphs:0, tables:1, lists:0
ta 18.3. start:2560 paragraphs:0, tables:1, lists:0
ta 18.4. start:2581 paragraphs:0, tables:1, lists:0
ta 18.5. start:2589 paragraphs:2, tables:1, lists:0
# end of comparison
